1110,0.5545787546,0.537973138,1.0308669995
1110,0.5550671551,0.5382173382,1.0313067151
1110,0.5667887668,0.5299145299,1.0695852535
1110,0.5704517705,0.5274725275,1.0814814815
1110,0.6031746032,0.5125763126,1.1767508337
1110,0.6256410256,0.5052503053,1.238279362
1110,0.6593406593,0.5010989011,1.3157894737
1110,0.6971916972,0.4964590965,1.4043285785
1110,0.727960928,0.4923076923,1.4786706349
1110,0.7347985348,0.4903540904,1.4985059761
1110,0.7316239316,0.4903540904,1.4920318725
1110,0.6935286935,0.4915750916,1.4108296076
1110,0.6315018315,0.4989010989,1.2657856094
1110,0.5897435897,0.5201465201,1.1338028169
1110,0.5557997558,0.5499389499,1.0106571936
1110,0.5142857143,0.6031746032,0.8526315789
1110,0.4937728938,0.6547008547,0.7541961954
1110,0.4844932845,0.7089133089,0.6834309335
1110,0.4810744811,0.7423687424,0.6480263158
1110,0.4788766789,0.7655677656,0.6255183413
1110,0.4798534799,0.7450549451,0.6440511308
1110,0.4844932845,0.6778998779,0.7146974063
1110,0.4991452991,0.6144078144,0.8124006359
1110,0.5357753358,0.5616605617,0.9539130435
1110,0.588034188,0.5228327228,1.1247080803
1110,0.6803418803,0.4947496947,1.3751233959
1110,0.7267399267,0.4905982906,1.481333997
1110,0.7750915751,0.4857142857,1.5957767722
1110,0.7924297924,0.4844932845,1.6355846774
1110,0.7843711844,0.4837606838,1.6214033317
1110,0.7521367521,0.4852258852,1.5500754907
1110,0.6378510379,0.4984126984,1.2797648212
1110,0.5831501832,0.5343101343,1.0914076782
1110,0.558974359,0.5528693529,1.0110424028
1110,0.5125763126,0.6117216117,0.8379241517
1110,0.4857142857,0.7045177045,0.6894280763
1110,0.4805860806,0.75995116,0.6323907455
1110,0.4783882784,0.7775335775,0.6152638191
1110,0.4781440781,0.7665445665,0.6237655304
1110,0.4820512821,0.7101343101,0.6788170564
